,Brand,Model,Processor,Ram,OS,Storage,OrginalPrice,Discount,Price,Rating
641,['ASUS'],ASUS ROG Flow X13 (2021) Ryzen 9 Octa Core 5980HS - (32 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVID...,['AMD Ryzen 9 Octa Core Processor'],['32 GB LPDDR4X RAM'],['64 bit Windows 10 Operating System'],['1 TB SSD'],"₹3,50,990",31% off,"₹2,39,990",
642,['HP'],HP Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) 14s-DQ2100TU Thin and Light Laptop,['Intel Core i3 Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['256 GB SSD'],"₹45,376",2% off,"₹44,376",4.1
643,['ASUS'],ASUS ZenBook Pro 15 Core i7 8th Gen - (16 GB/1 TB SSD/Windows 10 Home/4 GB Graphics) UX580GE-E2014T La...,,['16 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['1 TB SSD'],,,"₹1,75,190",4.8
644,['DELL'],DELL Inspiron Core i3 10th Gen - (8 GB/1 TB HDD/Windows 10 Home) Inspiron 3501 Laptop,['Intel Core i3 Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['1 TB HDD'],"₹48,900",11% off,"₹43,490",4.1
645,['ASUS'],ASUS ROG Flow X13 Ryzen 9 Octa Core 5900HS - (16 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeFo...,['AMD Ryzen 9 Octa Core Processor'],['16 GB LPDDR4X RAM'],['64 bit Windows 10 Operating System'],['1 TB SSD'],"₹1,75,990",24% off,"₹1,32,990",5
646,['DELL'],DELL Inspiron Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10) Inspiron 5410 2 in 1 Laptop,['Intel Core i5 Processor'],['16 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹98,200",19% off,"₹78,900",4.5
647,['acer'],acer Core i7 6th Gen - (16 GB/1 TB HDD/128 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 980...,,['16 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],"['128 GB SSD', '1 TB HDD', '128 GB SSD']",,,"₹1,16,640",
648,['Avita'],Avita Liber Core i5 8th Gen - (8 GB/512 GB SSD/Windows 10 Home) NS14A2IN225P Thin and Light Laptop,['Intel Core i5 Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹76,990",5% off,"₹73,063",3.4
649,['Lenovo'],Lenovo Ideapad Slim 3i Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) Ideapad Slim 3 Thin and Li...,['Intel Core i5 Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹78,290",24% off,"₹58,990",
650,['Lenovo'],Lenovo Core i5 10th Gen - (8 GB/1 TB HDD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX NVIDIA GeFor...,['Intel Core i5 Processor'],['8 GB DDR4 RAM'],,['1 TB HDD'],"₹78,999",11% off,"₹69,997",
651,['Nokia'],Nokia PureBook S14 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) NKi510TL85S Thin and Light Lap...,['Intel Core i5 Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹74,990",32% off,"₹50,990",5
652,['DELL'],DELL DELL INSPIRON 3515 2021 SERIES Ryzen 3 Dual Core AMD RYZEN 3 3250U - (8 GB/1 TB HDD/Windows 10) I...,['AMD Ryzen 3 Dual Core Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['1 TB HDD'],"₹49,999",8% off,"₹45,987",
653,['DELL'],DELL Core i5 11th Gen - (8 GB/1 TB HDD/Windows 10 Home) Vostro 14 3400 Laptop,['Intel Core i5 Processor'],['8 GB DDR4 RAM'],,['1 TB HDD'],"₹68,900",14% off,"₹58,990",
654,['ASUS'],ASUS VivoBook 14 Core i5 8th Gen - (8 GB/512 GB SSD/Windows 10 Home) X412FA-EK296T Thin and Light Lapt...,['Intel Core i5 Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹58,990",8% off,"₹53,690",4.4
655,['MSI'],MSI Pulse GL66 Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX 306...,,['16 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['1 TB SSD'],"₹1,39,990",14% off,"₹1,19,990",4.6
656,['Nokia'],Nokia PureBook S14 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) NKi511TL85S Thin and Light Lap...,['Intel Core i5 Processor'],['8 GB DDR4 RAM'],['64 bit Windows 11 Operating System'],['512 GB SSD'],"₹82,990",36% off,"₹52,790",
657,['Lenovo'],Lenovo Yoga Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Home) Yoga S940-14IIL Thin and Light Laptop,['Intel Core i7 Processor'],['16 GB LPDDR4X RAM'],['64 bit Windows 10 Operating System'],['1 TB SSD'],"₹1,48,082",18% off,"₹1,19,990",2.5
658,['Lenovo'],Lenovo Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10/2 GB Graphics) 82FG0126IN Laptop,['Intel Core i5 Processor'],['8 GB DDR4 RAM'],,"['1 TB HDD', '256 GB SSD']","₹1,02,090",26% off,"₹75,440",
659,['MSI'],MSI Bravo Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/AMD Radeon RX5500M/...,['AMD Ryzen 5 Hexa Core Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹83,990",22% off,"₹64,990",4.6
660,['DELL'],DELL Inspiron Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10/2 GB Graphics) INSPIRON 3501 Thi...,['Intel Core i5 Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],"['1 TB HDD', '256 GB SSD']","₹73,269",1% off,"₹71,899",4.2
661,['DELL'],DELL Inspiron Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10/2 GB Graphics) Inspiron 5410 2 in 1 Lapto...,['Intel Core i5 Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹88,600",6% off,"₹82,900",4.8
662,['Lenovo'],Lenovo IdeaPad 5 Pro Ryzen 7 Hexa Core - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForc...,['Intel Ryzen 7 Hexa Core Processor'],['16 GB DDR4 RAM'],,['512 GB SSD'],"₹1,37,090",37% off,"₹86,299",
663,['MSI'],MSI Alpha 15 Ryzen 7 Octa Core 5800H - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/AMD Radeon RX6600...,['AMD Ryzen 7 Octa Core Processor'],['16 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['1 TB SSD'],"₹1,45,990",23% off,"₹1,10,990",4.7
664,['HP'],HP Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) 1...,['AMD Ryzen 5 Hexa Core Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹79,990",8% off,"₹72,899",4.7
665,['HP'],HP Core i5 11th Gen - (8 GB/1 TB HDD/Windows 10 Pro) 240 G8 Laptop,['Intel Core i5 Processor'],['8 GB DDR4 RAM'],,['1 TB HDD'],"₹75,240",2% off,"₹72,990",
666,['Lenovo'],Lenovo IDEAPAD 3 SLIM Ryzen 5 Hexa Core AMD Ryzen™ 5 5500U - (8 GB/512 GB SSD/Windows 10) 82KT00B4IN L...,['AMD Ryzen 5 Hexa Core Processor'],['8 GB DDR4 RAM'],,['512 GB SSD'],"₹62,200",3% off,"₹59,900",
667,['MSI'],MSI GF65 Thin Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX 3060...,['Intel Core i7 Processor'],['16 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['1 TB SSD'],"₹1,23,990",23% off,"₹94,990",4.3
668,['HP'],HP Core i3 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) 15s-FR2006TU Thin and Light Laptop,['Intel Core i3 Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹50,000",2% off,"₹48,900",4.3
669,['ASUS'],ASUS ExpertBook P2 Core i5 10th Gen - (8 GB/1 TB HDD/DOS/2 GB Graphics) ExpertBook P2 P2451FB Thin and...,['Intel Core i5 Processor'],['8 GB DDR4 RAM'],,['1 TB HDD'],"₹77,990",23% off,"₹59,799",
670,['DELL'],DELL Inspiron Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 10) Inspiron 7415 2 in 1 Laptop,['AMD Ryzen 5 Hexa Core Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹76,883",1% off,"₹75,990",4.4
671,['MSI'],MSI Katana GF66 Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 30...,,['16 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['1 TB SSD'],"₹1,17,990",19% off,"₹94,990",4.6
672,['DELL'],DELL Inspiron Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10/2 GB Graphics) Inspiron 5518 Thin and Ligh...,['Intel Core i7 Processor'],['16 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['1 TB SSD'],"₹1,22,300",19% off,"₹98,900",
673,['HP'],HP Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Pro) 250 G8 Laptop,['Intel Core i5 Processor'],['8 GB DDR4 RAM'],,['512 GB SSD'],"₹78,244",2% off,"₹75,990",
674,['Vaio'],Vaio SE Series Core i5 8th Gen - (8 GB/512 GB SSD/Windows 10 Home) NP14V1IN004P Thin and Light Laptop,['Intel Core i5 Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹84,690",25% off,"₹62,890",4
675,['Nokia'],Nokia PureBook S14 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) NKi510TL85S Thin and Light Lap...,['Intel Core i5 Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹74,990",32% off,"₹50,990",5
676,['ASUS'],ASUS ROG Zephyrus G14 Ryzen 7 Octa Core AMD Ryzen™ 7 5800HS 5th Gen - (8 GB/1 TB SSD/Windows 10 Home/4...,['AMD Ryzen 7 Octa Core Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['1 TB SSD'],"₹1,35,990",31% off,"₹93,500",
677,['DELL'],DELL Inspiron 13 5000 Core i7 8th Gen - (8 GB/256 GB SSD/Windows 10 Home/2 GB Graphics) 5370 Thin and ...,,['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['256 GB SSD'],"₹89,990",14% off,"₹76,999",4.2
678,['DELL'],DELL Vostro Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10) Vostro 3400 Thin and Light Laptop,['Intel Core i5 Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],"['1 TB HDD', '256 GB SSD']","₹68,900",10% off,"₹61,990",
679,['Nokia'],Nokia PureBook S14 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) NKi511TL85S Thin and Light Lap...,['Intel Core i5 Processor'],['8 GB DDR4 RAM'],['64 bit Windows 11 Operating System'],['512 GB SSD'],"₹82,990",36% off,"₹52,790",
680,['ASUS'],ASUS ExpertBook P1 Core i5 10th Gen - (4 GB/1 TB HDD/Windows 10 Pro) ExpertBook P1 P1440FA Thin and Li...,['Intel Core i5 Processor'],['4 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['1 TB HDD'],"₹68,990",11% off,"₹61,249",
681,['Lenovo'],Lenovo Core i7 10th Gen - (16 GB/512 GB SSD/Windows 10/2 GB Graphics) 20S0S1MC00 Business Laptop,['Intel Core i7 Processor'],['16 GB DDR4 RAM'],,['512 GB SSD'],"₹2,06,997",16% off,"₹1,72,999",
682,['DELL'],DELL GAMING G5 SERIES Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10/4 GB Graphics/NVIDIA GeForce GTX ...,['Intel Core i5 Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹79,999",4% off,"₹76,300",4.2
683,['MSI'],MSI Bravo Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/AMD Radeon RX5500M/...,['AMD Ryzen 5 Hexa Core Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹83,990",22% off,"₹64,990",4.6
684,['Lenovo'],Lenovo Legion Core i7 7th Gen - (8 GB/1 TB HDD/128 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce...,,['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],"['128 GB SSD', '1 TB HDD', '128 GB SSD']","₹1,10,890",29% off,"₹77,890",4.4
685,['ASUS'],ASUS Ryzen 7 Hexa Core - (8 GB/1 TB HDD/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX De...,['AMD Ryzen 7 Hexa Core Processor'],['8 GB DDR4 RAM'],,"['1 TB HDD', '512 GB SSD']","₹1,02,990",7% off,"₹95,000",
686,['Lenovo'],Lenovo Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) IdeaPad 3 15ITL6 Laptop,['Intel Core i3 Processor'],['8 GB DDR4 RAM'],,['512 GB SSD'],"₹59,990",24% off,"₹45,490",
687,['MSI'],MSI Alpha 15 Ryzen 7 Octa Core 5800H - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/AMD Radeon RX6600...,['AMD Ryzen 7 Octa Core Processor'],['16 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['1 TB SSD'],"₹1,45,990",23% off,"₹1,10,990",4.7
688,['Lenovo'],Lenovo Ideapad Slim 3i Core i5 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) Ideapad Slim 3 Thin and Li...,['Intel Core i5 Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['256 GB SSD'],"₹68,999",15% off,"₹57,999",2.8
689,['ASUS'],ASUS ZenBook Duo 14 (2021) Touch Panel Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/2 GB Graphic...,['Intel Core i7 Processor'],['16 GB LPDDR4X RAM'],,['1 TB SSD'],"₹1,58,990",12% off,"₹1,39,149",4.4
690,['DELL'],DELL Inspiron Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10/2 GB Graphics) Inspiron 5410 2 in 1 Lapt...,['Intel Core i5 Processor'],['16 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹94,600",5% off,"₹88,990",4.5
691,['DELL'],DELL Inspiron Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10) Inspiron 5418 Thin and Light Laptop,['Intel Core i5 Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹74,900",2% off,"₹72,900",3.9
692,['DELL'],DELL G15 Core i7 11th Gen - (16 GB/512 GB SSD/Windows 10/4 GB Graphics/NVIDIA GeForce RTX 3050Ti/120 H...,,['16 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹1,32,438",17% off,"₹1,08,990",4.5
693,['Lenovo'],Lenovo Ryzen 7 Octa Core 5800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics) 15ACH6 Laptop,['AMD Ryzen 7 Octa Core Processor'],['16 GB DDR4 RAM'],['64 bit Windows 11 Operating System'],['512 GB SSD'],"₹1,52,490",1% off,"₹1,50,098",
694,['ASUS'],ASUS ZenBook Classic Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) UX333FA-A5822TS Thin and Lig...,['Intel Core i5 Processor'],['8 GB LPDDR3 RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹98,990",21% off,"₹78,090",4.4
695,['HP'],HP 15s Core i3 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) 15s-du1064TU Laptop,['Intel Core i3 Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],"['1 TB HDD', '256 GB SSD']","₹49,000",2% off,"₹47,999",4.3
696,['ASUS'],ASUS ExpertBook P2 Core i5 10th Gen - (8 GB/1 TB HDD/Windows 10 Pro/2 GB Graphics) ExpertBook P2 P2451...,['Intel Core i5 Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['1 TB HDD'],,,"₹83,990",
697,['DELL'],DELL INS3501 Core i3 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) 3501 Laptop,['Intel Core i3 Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],"['1 TB HDD', '256 GB SSD']","₹61,800",19% off,"₹49,690",
698,['ASUS'],ASUS ExpertBook P2 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Pro/2 GB Graphics) ExpertBook P2 P24...,['Intel Core i5 Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],,,"₹86,990",
699,['Nokia'],Nokia PureBook S14 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) NKi510TL85S Thin and Light Lap...,['Intel Core i5 Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹74,990",32% off,"₹50,990",5
700,['Lenovo'],Lenovo Core i7 11th Gen - (16 GB/512 GB SSD/Windows 10 Home) 82BH004HIN Laptop,['Intel Core i7 Processor'],['16 GB DDR4 RAM'],,['512 GB SSD'],"₹1,39,000",20% off,"₹1,10,999",
701,['Lenovo'],Lenovo Ryzen 7 Octa Core 5800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics) 15ACH6 Laptop,['AMD Ryzen 7 Octa Core Processor'],['16 GB DDR4 RAM'],['64 bit Windows 11 Operating System'],['512 GB SSD'],"₹1,12,990",1% off,"₹1,10,990",
702,['ASUS'],ASUS ROG Strix Scar III Core i9 9th Gen - (32 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce...,['Intel Core i9 Processor'],['32 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['1 TB SSD'],"₹2,35,000",29% off,"₹1,65,000",
703,['Nokia'],Nokia PureBook S14 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) NKi511TL85S Thin and Light Lap...,['Intel Core i5 Processor'],['8 GB DDR4 RAM'],['64 bit Windows 11 Operating System'],['512 GB SSD'],"₹82,990",36% off,"₹52,790",
704,['DELL'],DELL Inspiron 15 5000 Core i5 8th Gen - (8 GB/2 TB HDD/Windows 10 Home/2 GB Graphics) 5570 Laptop,['Intel Core i5 Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['2 TB HDD'],"₹62,317",,"₹61,990",4
705,['DELL'],DELL Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10/2 GB Graphics) Inspiron 5410 2 in 1 Laptop,['Intel Core i5 Processor'],['16 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹98,200",12% off,"₹85,990",4.2
706,['Avita'],Avita Cosmos 2 in 1 Celeron Dual Core - (4 GB/64 GB EMMC Storage/Windows 10 Home) NS12T5IN021P 2 in 1 ...,['Intel Celeron Dual Core Processor'],['4 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],,"₹23,490",27% off,"₹16,990",3.7
707,['MSI'],MSI Bravo Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/AMD Radeon RX5500M/...,['AMD Ryzen 5 Hexa Core Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹83,990",22% off,"₹64,990",4.6
708,['HP'],HP Pavilion Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) 14-dv0543TU Thin and Light Laptop,['Intel Core i5 Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹78,999",12% off,"₹68,799",4.4
709,['Lenovo'],Lenovo Yoga Slim 7 Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home) Yoga Slim 7 14ITL05a Thin and...,['Intel Core i5 Processor'],['16 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹92,000",2% off,"₹89,999",4.6
710,['acer'],acer Swift 3 Core i5 11th Gen - (16 GB + 32 GB Optane/512 GB SSD/Windows 10 Home/4 GB Graphics) SF314-...,['Intel Core i5 Processor'],['16 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹92,995",29% off,"₹65,999",4.1
711,['MSI'],MSI Alpha 15 Ryzen 7 Octa Core 5800H - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/AMD Radeon RX6600...,['AMD Ryzen 7 Octa Core Processor'],['16 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['1 TB SSD'],"₹1,45,990",23% off,"₹1,10,990",4.7
712,['DELL'],DELL Inspiron Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10) Inspiron 5410 2 in 1 Laptop,['Intel Core i5 Processor'],['16 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹84,900",7% off,"₹78,900",3.6
713,['ASUS'],ASUS Vivobook14 Core i5 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) X415EA-EK68TS Thin and Light Lapt...,['Intel Core i5 Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['256 GB SSD'],"₹66,990",23% off,"₹51,198",
714,['Lenovo'],Lenovo Core i5 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10/4 GB Graphics/NVIDIA GeForce GTX GTX 16...,['Intel Core i5 Processor'],['8 GB DDR4 RAM'],,"['1 TB HDD', '256 GB SSD']","₹94,999",5% off,"₹90,000",3
715,['ASUS'],ASUS Core i7 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) K513EA-L703TS Thin and Light Laptop,['Intel Core i7 Processor'],['8 GB DDR4 RAM'],,"['1 TB HDD', '256 GB SSD']","₹98,990",17% off,"₹81,990",
716,['APPLE'],APPLE 2021 Macbook Pro M1 Pro - (16 GB/1 TB SSD/Mac OS Monterey) MKGQ3HN/A,['Apple M1 Pro Processor'],['16 GB Unified Memory RAM'],,['1 TB SSD'],"₹2,39,900",6% off,"₹2,25,090",4.8
717,['HP'],HP Pavilion 15-CS Core i5 8th Gen - (8 GB/1 TB HDD/Windows 10 Home/2 GB Graphics) 15-cs1000tx Laptop,['Intel Core i5 Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['1 TB HDD'],"₹68,270",4% off,"₹64,990",4.3
718,['HP'],HP 15s Core i5 11th Gen - (8 GB/1 TB HDD/Windows 10 Home) 15s-du3032TU Thin and Light Laptop,,['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['1 TB HDD'],"₹63,179",9% off,"₹56,990",4
719,['HP'],HP 14s Core i5 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) 14S-ER0003TU Thin and Light Lapto...,['Intel Core i5 Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],"['1 TB HDD', '256 GB SSD']","₹60,218",2% off,"₹58,990",4.4
720,['DELL'],DELL Inspiron Core i3 10th Gen - (8 GB/256 GB SSD/Windows 10) Inspiron 3511 Thin and Light Laptop,['Intel Core i3 Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['256 GB SSD'],"₹55,534",22% off,"₹42,990",4
721,['HP'],HP Core i5 7th Gen - (4 GB/1 TB HDD/Windows 10 Home) 250 G6 Laptop,['Intel Core i5 Processor'],['4 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['1 TB HDD'],,,"₹44,599",4.1
722,['ASUS'],ASUS Pro P5 Core i5 8th Gen - (8 GB/1 TB HDD/Windows 10 Pro) Pro P5 P5440FA Thin and Light Laptop,['Intel Core i5 Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['1 TB HDD'],"₹81,990",2% off,"₹79,999",
723,['Nokia'],Nokia PureBook S14 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) NKi510TL85S Thin and Light Lap...,['Intel Core i5 Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹74,990",32% off,"₹50,990",5
724,['Lenovo'],Lenovo Core i7 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10/4 GB Graphics/NVIDIA GeForce GTX GTX 16...,['Intel Core i7 Processor'],['8 GB DDR4 RAM'],,"['1 TB HDD', '256 GB SSD']","₹1,22,999",,"₹1,22,899",
725,['HP'],HP 15q Ryzen 3 Dual Core 2200U - (4 GB/1 TB HDD/Windows 10 Home) 15q-dy0004au Laptop,['AMD Ryzen 3 Dual Core Processor'],['4 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['1 TB HDD'],,,"₹32,917",4
726,['ASUS'],ASUS ExpertBook B9 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) ExpertBook B9 B9450FA Thin and...,['Intel Core i5 Processor'],['8 GB LPDDR3 RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹1,41,990",24% off,"₹1,07,000",
727,['Nokia'],Nokia PureBook S14 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) NKi511TL85S Thin and Light Lap...,['Intel Core i5 Processor'],['8 GB DDR4 RAM'],['64 bit Windows 11 Operating System'],['512 GB SSD'],"₹82,990",36% off,"₹52,790",
728,['ASUS'],ASUS VivoBook Ultra 14 Core i3 10th Gen - (4 GB/512 GB SSD/Windows 10 Home) X413JA-EK261T||X413JA-EB30...,['Intel Core i3 Processor'],['4 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹49,990",16% off,"₹41,990",4.4
729,['DELL'],DELL Inspiron Core i3 11th Gen - (8 GB/1 TB HDD/Windows 11 Home) Inspiron 3511 Thin and Light Laptop,['Intel Core i3 Processor'],['8 GB DDR4 RAM'],['64 bit Windows 11 Operating System'],['1 TB HDD'],"₹51,493",24% off,"₹38,990",3.6
730,['ASUS'],ASUS Chromebook Celeron Dual Core - (4 GB/32 GB EMMC Storage/Chrome OS) C223NA-GJ0074 Chromebook,['Intel Celeron Dual Core Processor'],['4 GB LPDDR4 RAM'],,,"₹21,990",13% off,"₹18,990",3.6
731,['MSI'],MSI Pulse GL66 Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX 306...,,['16 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['1 TB SSD'],"₹1,39,990",14% off,"₹1,19,990",4.6
732,['HP'],HP 250-G6 Core i5 7th Gen - (4 GB/1 TB HDD/DOS/2 GB Graphics) 2RC10PA Laptop,['Intel Core i5 Processor'],['4 GB DDR4 RAM'],,['1 TB HDD'],,,"₹46,200",4.2
733,['ASUS'],ASUS Chromebook Celeron Dual Core - (4 GB/64 GB EMMC Storage/Chrome OS) CX1101CMA-GJ0007 Chromebook,['Intel Celeron Dual Core Processor'],['4 GB LPDDR4 RAM'],['64 bit Chrome Operating System'],,"₹22,990",13% off,"₹19,990",3.7
